pmid,pmcid,title,figure_id,figure_label,figure_title,figure_url,figure_depiction,figure_legend,source_description_in_figure,target_description_in_figure,direction,source_type,target_type,note
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,"The SASP mediates many of the cell-extrinsic functions of senescent cells. Among those it reinforces several aspects of senescence including growth arrest and the SASP itself via an autocrine loop. The SASP also recruits immune cells, such as macrophages, neutrophils, and natural killer (NK) cells to phagocytose and eliminate the senescent cell. Secretion of MMPs and factors such as VEGF can remodel the surrounding tissue, inducing angiogenesis and reducing fibrosis. Finally, secretion of molecules such as TGF-β can spread the senescence phenotype in a paracrine manner to surrounding cells.",SASP,CD4+ T Cell,N/A,process,cell,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,"The SASP mediates many of the cell-extrinsic functions of senescent cells. Among those it reinforces several aspects of senescence including growth arrest and the SASP itself via an autocrine loop. The SASP also recruits immune cells, such as macrophages, neutrophils, and natural killer (NK) cells to phagocytose and eliminate the senescent cell. Secretion of MMPs and factors such as VEGF can remodel the surrounding tissue, inducing angiogenesis and reducing fibrosis. Finally, secretion of molecules such as TGF-β can spread the senescence phenotype in a paracrine manner to surrounding cells.",Immune cell recruitment,NK Cell,N/A,process,cell,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,"The SASP mediates many of the cell-extrinsic functions of senescent cells. Among those it reinforces several aspects of senescence including growth arrest and the SASP itself via an autocrine loop. The SASP also recruits immune cells, such as macrophages, neutrophils, and natural killer (NK) cells to phagocytose and eliminate the senescent cell. Secretion of MMPs and factors such as VEGF can remodel the surrounding tissue, inducing angiogenesis and reducing fibrosis. Finally, secretion of molecules such as TGF-β can spread the senescence phenotype in a paracrine manner to surrounding cells.",Immune cell recruitment,Macrophage,N/A,process,cell,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,"The SASP mediates many of the cell-extrinsic functions of senescent cells. Among those it reinforces several aspects of senescence including growth arrest and the SASP itself via an autocrine loop. The SASP also recruits immune cells, such as macrophages, neutrophils, and natural killer (NK) cells to phagocytose and eliminate the senescent cell. Secretion of MMPs and factors such as VEGF can remodel the surrounding tissue, inducing angiogenesis and reducing fibrosis. Finally, secretion of molecules such as TGF-β can spread the senescence phenotype in a paracrine manner to surrounding cells.",Immune cell recruitment,CD4+ T Cell,N/A,process,cell,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Glaucoma,posi,process,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Idiopathic pulmonary fibrosis (IPF),posi,process,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Atherosclerosis,posi,process,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Liver cirrhosis / NAFLD,posi,process,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Glomerulosclerosis,posi,process,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Type 2 Diabetes,posi,process,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Cachexia,posi,process,symptom,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Sarcopenia,posi,process,symptom,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,"Establishment of robust biomarkers of senescence, usage of genetic knockout models and senolytic models are expanding our knowledge on the age-related diseases in which senescence plays a role.",Senescence,Osteoarthritis,posi,process,disease,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,"Cells may be induced to senesce by different stimuli, including telomere erosion, oncogene activation (oncogene-induced senescence [OIS]), DNA damage, oxidative stress, irradiation, chemotherapy, induced pluripotent stem cell (iPSC) reprogramming, developmental cues, and tissue damage. These stresses trigger the upregulation of key cell cycle inhibitors, namely p16INK4a, p21CIP1, p53, p15INK4b, p14ARF, and p27KIP1, leading to a permanent cell cycle arrest (either in G1 or G2 phase). BCL-2 and PI3K/AKT anti-apoptotic pathways also become upregulated, bestowing senescent cells (SCs) with resistance to apoptotic cues. Other phenotypic alterations include an enlarged cell size (up to 2.5 times the normal counterpart) and metabolic changes such as mitochondrial and lysosomal expansion, which increase the production of reactive oxygen species (ROS) as well as the activity of lysosomal senescence-associated β-galactosidase (SA-β-gal, detected at pH 6.0). ROS accumulation induces protein aggregates which crosslink with sugars and lipids and form insoluble lipofuscin aggresomes. Autophagy rate is increased during the early senescence programme but is highly compromised in later stages. SCs are characterized by a complex senescence-associated secretory phenotype (SASP) that comprises a plethora of different growth factors, cytokines, chemokines, proteases, and matrix components. Primary transcriptional activators of the SASP include nuclear factor kappa B (NF-κB), CCAAT/enhancer binding protein β (c/EBPβ), and mammalian target of rapamycin (mTOR). SASP factors, such as IL-6, IL-8, Gro-α, IGFBP-7, and PAI-1, reinforce the senescence programme in an autocrine manner, while others, like ROS, IFN-γ, TGF-β, IL-1α, VEGF, CCL2, and CCL20, induce paracrine senescence in neighbouring cells. Upon the initiation of the senescence programme, the chromatin suffers deep modifications towards the repression of proliferation-related genes and the stimulation of SASP-related genes. This results in the appearance of DNA segments with chromatin alterations reinforcing senescence (DNA-SCARS) as well as senescence-associated heterochromatic foci (SAHF). Chromatin alterations are accompanied by a downregulation of lamin B1, a major component of the nuclear lamina, compromising its integrity and leading to the extravasation of chromatin fragments into the cytosol. Cytosolic chromatin fragments (CCFs) are recognized by cyclic GMP-AMP synthase (cGAS) which, in turn, triggers the activation of stimulator of interferon genes (STING). The cGAS-STING pathway stimulates pro-inflammatory SASP responses through upregulation of NF-κB. Recent studies suggest that urokinase-type plasminogen activator receptor (uPAR), a cell-surface protein, is also broadly expressed during senescence. The biomarkers in bold represent the most common hallmark features of cellular senescence. None of these hallmarks is exclusively specific and their manifestation can diverge according to the nature of the senescence trigger, the cell/tissue type and time of the senescence programme.",Telomere Erosion,cellular senescence*,posi,process,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,"Cells may be induced to senesce by different stimuli, including telomere erosion, oncogene activation (oncogene-induced senescence [OIS]), DNA damage, oxidative stress, irradiation, chemotherapy, induced pluripotent stem cell (iPSC) reprogramming, developmental cues, and tissue damage. These stresses trigger the upregulation of key cell cycle inhibitors, namely p16INK4a, p21CIP1, p53, p15INK4b, p14ARF, and p27KIP1, leading to a permanent cell cycle arrest (either in G1 or G2 phase). BCL-2 and PI3K/AKT anti-apoptotic pathways also become upregulated, bestowing senescent cells (SCs) with resistance to apoptotic cues. Other phenotypic alterations include an enlarged cell size (up to 2.5 times the normal counterpart) and metabolic changes such as mitochondrial and lysosomal expansion, which increase the production of reactive oxygen species (ROS) as well as the activity of lysosomal senescence-associated β-galactosidase (SA-β-gal, detected at pH 6.0). ROS accumulation induces protein aggregates which crosslink with sugars and lipids and form insoluble lipofuscin aggresomes. Autophagy rate is increased during the early senescence programme but is highly compromised in later stages. SCs are characterized by a complex senescence-associated secretory phenotype (SASP) that comprises a plethora of different growth factors, cytokines, chemokines, proteases, and matrix components. Primary transcriptional activators of the SASP include nuclear factor kappa B (NF-κB), CCAAT/enhancer binding protein β (c/EBPβ), and mammalian target of rapamycin (mTOR). SASP factors, such as IL-6, IL-8, Gro-α, IGFBP-7, and PAI-1, reinforce the senescence programme in an autocrine manner, while others, like ROS, IFN-γ, TGF-β, IL-1α, VEGF, CCL2, and CCL20, induce paracrine senescence in neighbouring cells. Upon the initiation of the senescence programme, the chromatin suffers deep modifications towards the repression of proliferation-related genes and the stimulation of SASP-related genes. This results in the appearance of DNA segments with chromatin alterations reinforcing senescence (DNA-SCARS) as well as senescence-associated heterochromatic foci (SAHF). Chromatin alterations are accompanied by a downregulation of lamin B1, a major component of the nuclear lamina, compromising its integrity and leading to the extravasation of chromatin fragments into the cytosol. Cytosolic chromatin fragments (CCFs) are recognized by cyclic GMP-AMP synthase (cGAS) which, in turn, triggers the activation of stimulator of interferon genes (STING). The cGAS-STING pathway stimulates pro-inflammatory SASP responses through upregulation of NF-κB. Recent studies suggest that urokinase-type plasminogen activator receptor (uPAR), a cell-surface protein, is also broadly expressed during senescence. The biomarkers in bold represent the most common hallmark features of cellular senescence. None of these hallmarks is exclusively specific and their manifestation can diverge according to the nature of the senescence trigger, the cell/tissue type and time of the senescence programme.",Oncogene activation,cellular senescence*,posi,process,process,
